graph,n,m,degree,frequency
exact023.gr,60,676,29,1
exact023.gr,60,676,30,4
exact023.gr,60,676,32,2
exact023.gr,60,676,33,2
exact023.gr,60,676,35,2
exact023.gr,60,676,36,1
exact023.gr,60,676,38,1
exact025.gr,60,1053,20,1
exact025.gr,60,1053,22,1
exact025.gr,60,1053,23,1
exact025.gr,60,1053,24,1
exact025.gr,60,1053,26,2
exact025.gr,60,1053,27,5
exact025.gr,60,1053,28,2
exact025.gr,60,1053,29,3
exact025.gr,60,1053,30,2
exact025.gr,60,1053,31,4
exact025.gr,60,1053,32,4
exact025.gr,60,1053,33,3
exact025.gr,60,1053,35,1
exact025.gr,60,1053,36,2
exact025.gr,60,1053,37,5
exact025.gr,60,1053,38,3
exact025.gr,60,1053,39,1
exact025.gr,60,1053,40,2
exact025.gr,60,1053,41,3
exact025.gr,60,1053,42,4
exact025.gr,60,1053,44,4
exact025.gr,60,1053,45,1
exact025.gr,60,1053,46,2
exact025.gr,60,1053,47,1
exact025.gr,60,1053,50,2
exact027.gr,70,795,12,1
exact027.gr,70,795,13,1
exact027.gr,70,795,14,2
exact027.gr,70,795,15,3
exact027.gr,70,795,16,2
exact027.gr,70,795,17,3
exact027.gr,70,795,18,7
exact027.gr,70,795,19,4
exact027.gr,70,795,20,7
exact027.gr,70,795,21,2
exact027.gr,70,795,22,5
exact027.gr,70,795,23,6
exact027.gr,70,795,24,3
exact027.gr,70,795,25,4
exact027.gr,70,795,26,3
exact027.gr,70,795,27,1
exact027.gr,70,795,28,3
exact027.gr,70,795,29,3
exact027.gr,70,795,30,3
exact027.gr,70,795,32,2
exact027.gr,70,795,33,1
exact027.gr,70,795,35,2
exact027.gr,70,795,36,2
exact029.gr,70,1011,9,1
exact029.gr,70,1011,16,2
exact029.gr,70,1011,19,1
exact029.gr,70,1011,20,3
exact029.gr,70,1011,21,2
exact029.gr,70,1011,22,4
exact029.gr,70,1011,23,2
exact029.gr,70,1011,24,2
exact029.gr,70,1011,25,11
exact029.gr,70,1011,26,4
exact029.gr,70,1011,28,3
exact029.gr,70,1011,29,3
exact029.gr,70,1011,30,1
exact029.gr,70,1011,31,5
exact029.gr,70,1011,32,2
exact029.gr,70,1011,33,5
exact029.gr,70,1011,34,2
exact029.gr,70,1011,35,4
exact029.gr,70,1011,36,5
exact029.gr,70,1011,37,1
exact029.gr,70,1011,38,2
exact029.gr,70,1011,40,2
exact029.gr,70,1011,41,1
exact029.gr,70,1011,44,1
exact029.gr,70,1011,48,1
exact031.gr,70,1596,24,2
exact031.gr,70,1596,25,2
exact031.gr,70,1596,26,1
exact031.gr,70,1596,27,1
exact031.gr,70,1596,28,1
exact031.gr,70,1596,31,4
exact031.gr,70,1596,32,1
exact031.gr,70,1596,34,1
exact031.gr,70,1596,36,1
exact031.gr,70,1596,38,1
exact031.gr,70,1596,40,2
exact031.gr,70,1596,41,1
exact031.gr,70,1596,42,1
exact031.gr,70,1596,43,1
exact031.gr,70,1596,44,1
exact031.gr,70,1596,45,2
exact031.gr,70,1596,46,3
exact031.gr,70,1596,47,6
exact031.gr,70,1596,48,6
exact031.gr,70,1596,49,8
exact031.gr,70,1596,50,3
exact031.gr,70,1596,51,2
exact031.gr,70,1596,52,2
exact031.gr,70,1596,53,3
exact031.gr,70,1596,54,4
exact031.gr,70,1596,55,3
exact031.gr,70,1596,56,2
exact031.gr,70,1596,58,1
exact031.gr,70,1596,59,2
exact031.gr,70,1596,61,1
exact031.gr,70,1596,64,1
exact033.gr,80,1348,8,1
exact033.gr,80,1348,9,1
exact033.gr,80,1348,14,1
exact033.gr,80,1348,15,2
exact033.gr,80,1348,16,2
exact033.gr,80,1348,17,1
exact033.gr,80,1348,18,3
exact033.gr,80,1348,19,2
exact033.gr,80,1348,20,1
exact033.gr,80,1348,22,3
exact033.gr,80,1348,23,1
exact033.gr,80,1348,24,2
exact033.gr,80,1348,25,1
exact033.gr,80,1348,26,3
exact033.gr,80,1348,27,1
exact033.gr,80,1348,28,4
exact033.gr,80,1348,29,1
exact033.gr,80,1348,30,1
exact033.gr,80,1348,32,1
exact033.gr,80,1348,33,1
exact033.gr,80,1348,34,1
exact033.gr,80,1348,35,5
exact033.gr,80,1348,36,5
exact033.gr,80,1348,37,2
exact033.gr,80,1348,38,1
exact033.gr,80,1348,39,4
exact033.gr,80,1348,40,3
exact033.gr,80,1348,41,5
exact033.gr,80,1348,42,2
exact033.gr,80,1348,43,4
exact033.gr,80,1348,45,6
exact033.gr,80,1348,46,1
exact033.gr,80,1348,47,1
exact033.gr,80,1348,48,1
exact033.gr,80,1348,49,1
exact033.gr,80,1348,52,1
exact033.gr,80,1348,53,1
exact033.gr,80,1348,54,1
exact033.gr,80,1348,56,1
exact033.gr,80,1348,58,1
exact035.gr,80,1831,14,3
exact035.gr,80,1831,15,2
exact035.gr,80,1831,18,1
exact035.gr,80,1831,19,1
exact035.gr,80,1831,20,1
exact035.gr,80,1831,21,1
exact035.gr,80,1831,22,2
exact035.gr,80,1831,23,1
exact035.gr,80,1831,24,3
exact035.gr,80,1831,25,1
exact035.gr,80,1831,26,2
exact035.gr,80,1831,27,1
exact035.gr,80,1831,28,1
exact035.gr,80,1831,29,1
exact035.gr,80,1831,32,1
exact035.gr,80,1831,36,1
exact035.gr,80,1831,40,1
exact035.gr,80,1831,41,1
exact035.gr,80,1831,42,1
exact035.gr,80,1831,43,1
exact035.gr,80,1831,48,1
exact035.gr,80,1831,49,1
exact035.gr,80,1831,51,2
exact035.gr,80,1831,52,1
exact035.gr,80,1831,53,8
exact035.gr,80,1831,54,6
exact035.gr,80,1831,55,3
exact035.gr,80,1831,56,9
exact035.gr,80,1831,57,5
exact035.gr,80,1831,58,5
exact035.gr,80,1831,59,4
exact035.gr,80,1831,60,2
exact035.gr,80,1831,62,3
exact035.gr,80,1831,63,1
exact035.gr,80,1831,64,1
exact035.gr,80,1831,66,1
exact037.gr,90,1330,7,1
exact037.gr,90,1330,10,1
exact037.gr,90,1330,11,1
exact037.gr,90,1330,13,1
exact037.gr,90,1330,16,1
exact037.gr,90,1330,19,1
exact037.gr,90,1330,20,3
exact037.gr,90,1330,21,1
exact037.gr,90,1330,22,2
exact037.gr,90,1330,23,1
exact037.gr,90,1330,24,5
exact037.gr,90,1330,25,4
exact037.gr,90,1330,26,6
exact037.gr,90,1330,27,4
exact037.gr,90,1330,28,7
exact037.gr,90,1330,29,9
exact037.gr,90,1330,30,6
exact037.gr,90,1330,31,6
exact037.gr,90,1330,32,5
exact037.gr,90,1330,33,4
exact037.gr,90,1330,34,3
exact037.gr,90,1330,35,1
exact037.gr,90,1330,36,3
exact037.gr,90,1330,37,1
exact037.gr,90,1330,38,1
exact037.gr,90,1330,39,3
exact037.gr,90,1330,40,1
exact037.gr,90,1330,41,1
exact037.gr,90,1330,42,1
exact037.gr,90,1330,44,2
exact037.gr,90,1330,45,1
exact037.gr,90,1330,46,1
exact037.gr,90,1330,47,1
exact037.gr,90,1330,51,1
exact039.gr,90,1456,9,1
exact039.gr,90,1456,15,1
exact039.gr,90,1456,17,1
exact039.gr,90,1456,18,3
exact039.gr,90,1456,19,4
exact039.gr,90,1456,20,4
exact039.gr,90,1456,21,1
exact039.gr,90,1456,22,1
exact039.gr,90,1456,23,1
exact039.gr,90,1456,24,2
exact039.gr,90,1456,25,1
exact039.gr,90,1456,27,3
exact039.gr,90,1456,28,4
exact039.gr,90,1456,29,4
exact039.gr,90,1456,30,2
exact039.gr,90,1456,31,7
exact039.gr,90,1456,32,7
exact039.gr,90,1456,33,5
exact039.gr,90,1456,34,4
exact039.gr,90,1456,35,2
exact039.gr,90,1456,36,1
exact039.gr,90,1456,37,5
exact039.gr,90,1456,38,3
exact039.gr,90,1456,39,6
exact039.gr,90,1456,40,3
exact039.gr,90,1456,41,3
exact039.gr,90,1456,42,1
exact039.gr,90,1456,43,1
exact039.gr,90,1456,46,1
exact039.gr,90,1456,47,1
exact039.gr,90,1456,48,1
exact039.gr,90,1456,49,3
exact039.gr,90,1456,50,1
exact039.gr,90,1456,52,1
exact039.gr,90,1456,54,1
exact041.gr,90,2319,20,1
exact041.gr,90,2319,22,1
exact041.gr,90,2319,25,4
exact041.gr,90,2319,26,4
exact041.gr,90,2319,27,3
exact041.gr,90,2319,28,7
exact041.gr,90,2319,29,3
exact041.gr,90,2319,30,1
exact041.gr,90,2319,32,1
exact041.gr,90,2319,37,1
exact041.gr,90,2319,50,1
exact041.gr,90,2319,53,2
exact041.gr,90,2319,54,1
exact041.gr,90,2319,55,1
exact041.gr,90,2319,56,1
exact041.gr,90,2319,57,3
exact041.gr,90,2319,58,4
exact041.gr,90,2319,59,5
exact041.gr,90,2319,60,5
exact041.gr,90,2319,61,4
exact041.gr,90,2319,62,5
exact041.gr,90,2319,63,18
exact041.gr,90,2319,64,3
exact041.gr,90,2319,65,6
exact041.gr,90,2319,66,2
exact041.gr,90,2319,68,1
exact041.gr,90,2319,69,1
exact041.gr,90,2319,71,1
exact043.gr,100,1624,17,1
exact043.gr,100,1624,18,1
exact043.gr,100,1624,19,1
exact043.gr,100,1624,20,2
exact043.gr,100,1624,21,4
exact043.gr,100,1624,22,2
exact043.gr,100,1624,23,5
exact043.gr,100,1624,24,1
exact043.gr,100,1624,25,7
exact043.gr,100,1624,26,6
exact043.gr,100,1624,27,5
exact043.gr,100,1624,28,2
exact043.gr,100,1624,29,5
exact043.gr,100,1624,30,3
exact043.gr,100,1624,31,6
exact043.gr,100,1624,32,3
exact043.gr,100,1624,33,3
exact043.gr,100,1624,34,4
exact043.gr,100,1624,35,5
exact043.gr,100,1624,36,6
exact043.gr,100,1624,37,2
exact043.gr,100,1624,38,3
exact043.gr,100,1624,39,1
exact043.gr,100,1624,40,4
exact043.gr,100,1624,41,2
exact043.gr,100,1624,42,2
exact043.gr,100,1624,43,2
exact043.gr,100,1624,46,2
exact043.gr,100,1624,47,2
exact043.gr,100,1624,48,2
exact043.gr,100,1624,49,2
exact043.gr,100,1624,50,2
exact043.gr,100,1624,51,1
exact043.gr,100,1624,52,1
exact045.gr,100,1981,22,2
exact045.gr,100,1981,25,1
exact045.gr,100,1981,26,1
exact045.gr,100,1981,27,1
exact045.gr,100,1981,28,2
exact045.gr,100,1981,29,4
exact045.gr,100,1981,30,6
exact045.gr,100,1981,31,4
exact045.gr,100,1981,32,5
exact045.gr,100,1981,33,3
exact045.gr,100,1981,34,3
exact045.gr,100,1981,35,4
exact045.gr,100,1981,36,3
exact045.gr,100,1981,37,4
exact045.gr,100,1981,38,4
exact045.gr,100,1981,39,2
exact045.gr,100,1981,40,7
exact045.gr,100,1981,41,4
exact045.gr,100,1981,42,4
exact045.gr,100,1981,43,2
exact045.gr,100,1981,44,6
exact045.gr,100,1981,45,1
exact045.gr,100,1981,46,3
exact045.gr,100,1981,47,3
exact045.gr,100,1981,48,3
exact045.gr,100,1981,49,2
exact045.gr,100,1981,50,3
exact045.gr,100,1981,51,5
exact045.gr,100,1981,52,2
exact045.gr,100,1981,53,1
exact045.gr,100,1981,54,2
exact045.gr,100,1981,57,1
exact045.gr,100,1981,58,1
exact045.gr,100,1981,64,1
exact047.gr,100,3274,38,2
exact047.gr,100,3274,40,1
exact047.gr,100,3274,41,1
exact047.gr,100,3274,42,2
exact047.gr,100,3274,43,2
exact047.gr,100,3274,44,3
exact047.gr,100,3274,45,2
exact047.gr,100,3274,47,2
exact047.gr,100,3274,49,2
exact047.gr,100,3274,51,2
exact047.gr,100,3274,54,2
exact047.gr,100,3274,55,1
exact047.gr,100,3274,56,1
exact047.gr,100,3274,58,1
exact047.gr,100,3274,59,2
exact047.gr,100,3274,60,2
exact047.gr,100,3274,63,7
exact047.gr,100,3274,64,3
exact047.gr,100,3274,65,4
exact047.gr,100,3274,66,4
exact047.gr,100,3274,67,4
exact047.gr,100,3274,68,2
exact047.gr,100,3274,69,7
exact047.gr,100,3274,70,6
exact047.gr,100,3274,71,3
exact047.gr,100,3274,72,7
exact047.gr,100,3274,73,4
exact047.gr,100,3274,74,1
exact047.gr,100,3274,75,1
exact047.gr,100,3274,76,6
exact047.gr,100,3274,81,1
exact047.gr,100,3274,82,4
exact047.gr,100,3274,83,1
exact047.gr,100,3274,86,3
exact047.gr,100,3274,87,1
exact047.gr,100,3274,88,1
exact047.gr,100,3274,91,1
exact047.gr,100,3274,96,1
exact049.gr,113,1896,1,1
exact049.gr,113,1896,4,1
exact049.gr,113,1896,6,2
exact049.gr,113,1896,8,1
exact049.gr,113,1896,9,1
exact049.gr,113,1896,10,5
exact049.gr,113,1896,11,1
exact049.gr,113,1896,12,5
exact049.gr,113,1896,13,3
exact049.gr,113,1896,14,8
exact049.gr,113,1896,15,2
exact049.gr,113,1896,16,1
exact049.gr,113,1896,17,3
exact049.gr,113,1896,18,5
exact049.gr,113,1896,19,2
exact049.gr,113,1896,20,1
exact049.gr,113,1896,21,4
exact049.gr,113,1896,23,3
exact049.gr,113,1896,24,1
exact049.gr,113,1896,25,2
exact049.gr,113,1896,26,4
exact049.gr,113,1896,27,1
exact049.gr,113,1896,28,2
exact049.gr,113,1896,31,1
exact049.gr,113,1896,33,3
exact049.gr,113,1896,36,3
exact049.gr,113,1896,37,4
exact049.gr,113,1896,39,1
exact049.gr,113,1896,40,1
exact049.gr,113,1896,41,1
exact049.gr,113,1896,43,3
exact049.gr,113,1896,44,1
exact049.gr,113,1896,45,2
exact049.gr,113,1896,46,1
exact049.gr,113,1896,47,1
exact049.gr,113,1896,48,1
exact049.gr,113,1896,49,1
exact049.gr,113,1896,50,1
exact049.gr,113,1896,51,1
exact049.gr,113,1896,53,4
exact049.gr,113,1896,55,4
exact049.gr,113,1896,56,2
exact049.gr,113,1896,57,1
exact049.gr,113,1896,58,1
exact049.gr,113,1896,59,3
exact049.gr,113,1896,60,1
exact049.gr,113,1896,65,2
exact049.gr,113,1896,66,1
exact049.gr,113,1896,67,1
exact049.gr,113,1896,69,1
exact049.gr,113,1896,70,1
exact049.gr,113,1896,72,1
exact049.gr,113,1896,74,1
exact049.gr,113,1896,77,1
exact049.gr,113,1896,79,2
exact049.gr,113,1896,88,1
exact051.gr,120,2251,13,3
exact051.gr,120,2251,15,2
exact051.gr,120,2251,16,1
exact051.gr,120,2251,17,1
exact051.gr,120,2251,18,4
exact051.gr,120,2251,19,1
exact051.gr,120,2251,20,2
exact051.gr,120,2251,21,3
exact051.gr,120,2251,22,2
exact051.gr,120,2251,23,2
exact051.gr,120,2251,24,2
exact051.gr,120,2251,25,3
exact051.gr,120,2251,26,6
exact051.gr,120,2251,28,1
exact051.gr,120,2251,29,1
exact051.gr,120,2251,30,3
exact051.gr,120,2251,31,5
exact051.gr,120,2251,32,4
exact051.gr,120,2251,33,1
exact051.gr,120,2251,34,4
exact051.gr,120,2251,35,4
exact051.gr,120,2251,36,5
exact051.gr,120,2251,37,2
exact051.gr,120,2251,38,4
exact051.gr,120,2251,39,2
exact051.gr,120,2251,40,3
exact051.gr,120,2251,41,2
exact051.gr,120,2251,42,5
exact051.gr,120,2251,43,3
exact051.gr,120,2251,44,5
exact051.gr,120,2251,46,3
exact051.gr,120,2251,47,2
exact051.gr,120,2251,49,1
exact051.gr,120,2251,50,1
exact051.gr,120,2251,51,5
exact051.gr,120,2251,52,3
exact051.gr,120,2251,53,2
exact051.gr,120,2251,54,2
exact051.gr,120,2251,55,2
exact051.gr,120,2251,56,1
exact051.gr,120,2251,57,2
exact051.gr,120,2251,58,3
exact051.gr,120,2251,59,1
exact051.gr,120,2251,60,1
exact051.gr,120,2251,61,1
exact051.gr,120,2251,62,1
exact051.gr,120,2251,65,1
exact051.gr,120,2251,68,2
exact053.gr,120,2588,14,1
exact053.gr,120,2588,16,2
exact053.gr,120,2588,17,1
exact053.gr,120,2588,19,1
exact053.gr,120,2588,20,1
exact053.gr,120,2588,21,1
exact053.gr,120,2588,23,4
exact053.gr,120,2588,24,3
exact053.gr,120,2588,25,2
exact053.gr,120,2588,26,1
exact053.gr,120,2588,27,2
exact053.gr,120,2588,28,2
exact053.gr,120,2588,29,5
exact053.gr,120,2588,30,2
exact053.gr,120,2588,31,4
exact053.gr,120,2588,32,4
exact053.gr,120,2588,33,2
exact053.gr,120,2588,35,3
exact053.gr,120,2588,36,1
exact053.gr,120,2588,37,2
exact053.gr,120,2588,38,2
exact053.gr,120,2588,39,3
exact053.gr,120,2588,40,4
exact053.gr,120,2588,41,1
exact053.gr,120,2588,42,2
exact053.gr,120,2588,43,4
exact053.gr,120,2588,44,2
exact053.gr,120,2588,45,2
exact053.gr,120,2588,47,3
exact053.gr,120,2588,48,3
exact053.gr,120,2588,50,5
exact053.gr,120,2588,51,6
exact053.gr,120,2588,52,5
exact053.gr,120,2588,53,6
exact053.gr,120,2588,54,3
exact053.gr,120,2588,55,3
exact053.gr,120,2588,57,3
exact053.gr,120,2588,58,2
exact053.gr,120,2588,59,4
exact053.gr,120,2588,60,1
exact053.gr,120,2588,62,2
exact053.gr,120,2588,64,3
exact053.gr,120,2588,67,1
exact053.gr,120,2588,68,1
exact053.gr,120,2588,69,3
exact053.gr,120,2588,70,1
exact053.gr,120,2588,80,1
exact055.gr,120,3723,29,1
exact055.gr,120,3723,34,1
exact055.gr,120,3723,35,1
exact055.gr,120,3723,36,1
exact055.gr,120,3723,37,1
exact055.gr,120,3723,39,2
exact055.gr,120,3723,40,1
exact055.gr,120,3723,41,1
exact055.gr,120,3723,42,1
exact055.gr,120,3723,43,2
exact055.gr,120,3723,44,2
exact055.gr,120,3723,45,5
exact055.gr,120,3723,48,4
exact055.gr,120,3723,49,1
exact055.gr,120,3723,50,2
exact055.gr,120,3723,52,2
exact055.gr,120,3723,53,4
exact055.gr,120,3723,54,6
exact055.gr,120,3723,55,4
exact055.gr,120,3723,56,1
exact055.gr,120,3723,57,3
exact055.gr,120,3723,58,3
exact055.gr,120,3723,59,5
exact055.gr,120,3723,60,1
exact055.gr,120,3723,61,2
exact055.gr,120,3723,62,3
exact055.gr,120,3723,63,4
exact055.gr,120,3723,64,2
exact055.gr,120,3723,65,6
exact055.gr,120,3723,66,4
exact055.gr,120,3723,67,1
exact055.gr,120,3723,68,5
exact055.gr,120,3723,69,5
exact055.gr,120,3723,70,4
exact055.gr,120,3723,71,2
exact055.gr,120,3723,72,4
exact055.gr,120,3723,73,1
exact055.gr,120,3723,75,1
exact055.gr,120,3723,76,1
exact055.gr,120,3723,78,2
exact055.gr,120,3723,79,1
exact055.gr,120,3723,81,2
exact055.gr,120,3723,82,4
exact055.gr,120,3723,83,1
exact055.gr,120,3723,84,2
exact055.gr,120,3723,85,3
exact055.gr,120,3723,86,1
exact055.gr,120,3723,89,1
exact055.gr,120,3723,90,2
exact055.gr,120,3723,104,1
exact057.gr,121,486,0,10
exact057.gr,121,486,1,18
exact057.gr,121,486,2,4
exact057.gr,121,486,3,17
exact057.gr,121,486,4,18
exact057.gr,121,486,5,7
exact057.gr,121,486,6,4
exact057.gr,121,486,7,2
exact057.gr,121,486,10,2
exact057.gr,121,486,12,1
exact057.gr,121,486,13,1
exact057.gr,121,486,14,5
exact057.gr,121,486,15,9
exact057.gr,121,486,16,3
exact057.gr,121,486,17,1
exact057.gr,121,486,18,1
exact057.gr,121,486,20,2
exact057.gr,121,486,21,2
exact057.gr,121,486,22,5
exact057.gr,121,486,23,1
exact057.gr,121,486,24,2
exact057.gr,121,486,25,2
exact057.gr,121,486,26,4
exact059.gr,121,2174,3,3
exact059.gr,121,2174,4,2
exact059.gr,121,2174,5,1
exact059.gr,121,2174,6,3
exact059.gr,121,2174,7,3
exact059.gr,121,2174,8,2
exact059.gr,121,2174,9,1
exact059.gr,121,2174,10,2
exact059.gr,121,2174,11,1
exact059.gr,121,2174,13,1
exact059.gr,121,2174,14,1
exact059.gr,121,2174,15,1
exact059.gr,121,2174,16,3
exact059.gr,121,2174,17,1
exact059.gr,121,2174,18,1
exact059.gr,121,2174,19,3
exact059.gr,121,2174,20,3
exact059.gr,121,2174,21,3
exact059.gr,121,2174,22,8
exact059.gr,121,2174,24,2
exact059.gr,121,2174,26,3
exact059.gr,121,2174,27,3
exact059.gr,121,2174,28,1
exact059.gr,121,2174,29,1
exact059.gr,121,2174,30,2
exact059.gr,121,2174,31,3
exact059.gr,121,2174,32,1
exact059.gr,121,2174,33,4
exact059.gr,121,2174,35,2
exact059.gr,121,2174,36,2
exact059.gr,121,2174,38,3
exact059.gr,121,2174,39,2
exact059.gr,121,2174,40,3
exact059.gr,121,2174,42,2
exact059.gr,121,2174,43,1
exact059.gr,121,2174,45,3
exact059.gr,121,2174,46,3
exact059.gr,121,2174,47,1
exact059.gr,121,2174,49,1
exact059.gr,121,2174,50,2
exact059.gr,121,2174,51,1
exact059.gr,121,2174,52,1
exact059.gr,121,2174,53,1
exact059.gr,121,2174,54,3
exact059.gr,121,2174,56,1
exact059.gr,121,2174,57,1
exact059.gr,121,2174,59,1
exact059.gr,121,2174,61,1
exact059.gr,121,2174,62,3
exact059.gr,121,2174,63,1
exact059.gr,121,2174,64,1
exact059.gr,121,2174,65,2
exact059.gr,121,2174,66,3
exact059.gr,121,2174,67,1
exact059.gr,121,2174,68,2
exact059.gr,121,2174,69,1
exact059.gr,121,2174,70,3
exact059.gr,121,2174,71,4
exact059.gr,121,2174,79,1
exact059.gr,121,2174,82,1
exact061.gr,129,613,0,13
exact061.gr,129,613,1,17
exact061.gr,129,613,2,17
exact061.gr,129,613,3,9
exact061.gr,129,613,4,10
exact061.gr,129,613,5,9
exact061.gr,129,613,6,2
exact061.gr,129,613,7,1
exact061.gr,129,613,8,2
exact061.gr,129,613,9,3
exact061.gr,129,613,10,2
exact061.gr,129,613,12,9
exact061.gr,129,613,13,3
exact061.gr,129,613,14,1
exact061.gr,129,613,15,1
exact061.gr,129,613,16,1
exact061.gr,129,613,20,2
exact061.gr,129,613,21,1
exact061.gr,129,613,22,4
exact061.gr,129,613,23,1
exact061.gr,129,613,24,2
exact061.gr,129,613,25,1
exact061.gr,129,613,26,1
exact061.gr,129,613,27,2
exact061.gr,129,613,28,2
exact061.gr,129,613,29,5
exact061.gr,129,613,30,3
exact061.gr,129,613,32,1
exact061.gr,129,613,33,1
exact061.gr,129,613,34,1
exact061.gr,129,613,35,1
exact061.gr,129,613,39,1
exact063.gr,129,2476,0,2
exact063.gr,129,2476,1,5
exact063.gr,129,2476,2,3
exact063.gr,129,2476,3,3
